,,country_code,country,sector,urbanity,all,lowest,low,middle,higher
country,992,SLE,Sierra Leone,Energy,rural,33.79,24.91,53.91,356.6,
country,993,SLE,Sierra Leone,Transport,rural,21.92,11.12,50.53,128.79,
country,994,SLE,Sierra Leone,Water,rural,0.31,0.11,0.87,0.38,
country,995,SLE,Sierra Leone,Educationsector,rural,8.58,6.59,13.9,24.04,
country,996,SLE,Sierra Leone,Health,rural,61.03,43.45,108.18,195.77,
country,997,SLE,Sierra Leone,ICT,rural,3.42,1.22,7.33,158.02,
country,998,SLE,Sierra Leone,Financialservices,rural,0.24,0.1,0.63,0.08,
country,999,SLE,Sierra Leone,Othergoodsandservices,rural,75.48,54.2,129.19,470.61,
country,1000,SLE,Sierra Leone,Appliances.,rural,13.96,9.94,24.33,72.71,
country,1001,ZAF,South Africa,Alsectors,rural,1597.76,695.14,1907.35,5053.05,18866.94
country,1002,ZAF,South Africa,Foodandbeverages,rural,432.05,278.94,602.56,921.12,1363.73
country,1003,ZAF,South Africa,Clothingandfootwear,rural,104.42,65.98,137.08,267.52,382.38
country,1004,ZAF,South Africa,Housing,rural,310.15,114.6,402.0,1090.47,3423.17
country,1005,ZAF,South Africa,Energy,rural,64.91,36.0,79.85,171.44,533.07
country,1006,ZAF,South Africa,Transport,rural,265.91,64.64,251.97,937.97,6188.75
country,1007,ZAF,South Africa,Water,rural,8.05,2.65,6.73,18.13,217.5
country,1008,ZAF,South Africa,Educationsector,rural,23.4,4.57,30.19,106.88,331.32
country,1009,ZAF,South Africa,Health,rural,16.6,10.03,20.94,48.53,72.78
country,1010,ZAF,South Africa,ICT,rural,57.26,23.42,67.92,184.07,735.18
country,1011,ZAF,South Africa,Financialservices,rural,144.0,26.07,101.24,728.31,3551.53
country,1012,ZAF,South Africa,Othergoodsandservices,rural,146.77,56.08,170.33,514.72,1951.24
country,1013,ZAF,South Africa,Appliances.,rural,24.24,12.17,36.53,63.89,116.31
country,1014,LKA,Sri Lanka,Alsectors,rural,1681.28,909.86,1885.79,4617.61,13737.63
country,1015,LKA,Sri Lanka,Foodandbeverages,rural,841.68,574.27,948.58,1524.16,1681.3
country,1016,LKA,Sri Lanka,Clothingandfootwear,rural,57.94,29.97,66.31,159.2,191.14
country,1017,LKA,Sri Lanka,Housing,rural,341.57,121.95,384.13,1370.73,2483.34
country,1018,LKA,Sri Lanka,Energy,rural,69.92,46.04,77.67,149.45,196.67
country,1019,LKA,Sri Lanka,Transport,rural,130.5,32.84,136.11,616.46,7854.51
country,1020,LKA,Sri Lanka,Water,rural,3.63,1.47,4.27,11.6,9.59
country,1021,LKA,Sri Lanka,Educationsector,rural,32.19,10.1,37.22,130.35,76.56
country,1022,LKA,Sri Lanka,Health,rural,40.6,17.27,47.78,121.6,226.51
country,1023,LKA,Sri Lanka,ICT,rural,42.56,14.42,49.8,154.79,326.14
country,1024,LKA,Sri Lanka,Financialservices,rural,6.49,1.17,7.22,33.62,122.06
country,1025,LKA,Sri Lanka,Othergoodsandservices,rural,95.86,48.43,105.89,309.41,528.58
country,1026,LKA,Sri Lanka,Appliances.,rural,18.35,11.91,20.79,36.24,41.23
country,1027,SWZ,Swaziland,Alsectors,rural,626.34,412.7,1852.89,4523.05,13824.95
country,1028,SWZ,Swaziland,Foodandbeverages,rural,171.27,128.25,464.49,723.43,965.11
country,1029,SWZ,Swaziland,Clothingandfootwear,rural,36.5,24.57,102.59,292.02,108.83
country,1030,SWZ,Swaziland,Housing,rural,153.39,107.56,427.15,908.73,3354.05
country,1031,SWZ,Swaziland,Energy,rural,31.94,17.54,120.4,277.83,324.42
country,1032,SWZ,Swaziland,Transport,rural,73.99,40.27,234.47,806.7,4937.9
country,1033,SWZ,Swaziland,Water,rural,4.03,2.46,15.04,21.89,42.26
country,1034,SWZ,Swaziland,Educationsector,rural,42.55,29.91,118.08,278.59,100.15
country,1035,SWZ,Swaziland,Health,rural,27.93,20.21,60.18,253.32,289.61
country,1036,SWZ,Swaziland,ICT,rural,21.47,9.93,84.87,268.29,202.07
country,1037,SWZ,Swaziland,Financialservices,rural,7.36,0.67,27.09,246.01,515.08
country,1038,SWZ,Swaziland,Othergoodsandservices,rural,49.72,27.47,177.05,408.27,2892.93
country,1039,SWZ,Swaziland,Appliances.,rural,6.19,3.87,21.47,37.98,92.53
country,1040,TJK,Tajikistan,Alsectors,rural,2095.31,945.51,2050.15,4317.1,
country,1041,TJK,Tajikistan,Foodandbeverages,rural,1251.62,623.57,1233.61,2423.48,
country,1042,TJK,Tajikistan,Clothingandfootwear,rural,30.82,25.05,30.1,45.04,
country,1043,TJK,Tajikistan,Housing,rural,35.88,6.91,27.95,134.45,
country,1044,TJK,Tajikistan,Energy,rural,356.29,135.34,357.66,720.28,
country,1045,TJK,Tajikistan,Transport,rural,146.28,38.98,131.47,420.03,
country,1046,TJK,Tajikistan,Water,rural,5.77,3.54,6.09,7.51,
country,1047,TJK,Tajikistan,Educationsector,rural,15.15,3.61,14.64,37.81,
country,1048,TJK,Tajikistan,Health,rural,93.57,39.95,94.46,178.41,
country,1049,TJK,Tajikistan,ICT,rural,25.68,12.13,25.72,48.23,
country,1050,TJK,Tajikistan,Financialservices,rural,1.61,0.56,1.64,3.15,
country,1051,TJK,Tajikistan,Othergoodsandservices,rural,110.97,43.76,105.48,258.7,
country,1052,TJK,Tajikistan,Appliances.,rural,21.67,12.1,21.32,40.0,
country,1053,TZA,Tanzania,Alsectors,rural,417.83,393.02,1608.69,3591.7,
country,1054,TZA,Tanzania,Foodandbeverages,rural,307.2,294.9,896.01,1959.4,
country,1055,TZA,Tanzania,Clothingandfootwear,rural,25.21,23.8,95.83,72.59,
country,1056,TZA,Tanzania,Housing,rural,6.8,5.8,56.24,65.79,
country,1057,TZA,Tanzania,Energy,rural,2.25,2.0,15.03,3.53,
country,1058,TZA,Tanzania,Transport,rural,12.31,10.04,126.47,81.17,
country,1059,TZA,Tanzania,Water,rural,0.11,0.1,0.46,0.0,
country,1060,TZA,Tanzania,Educationsector,rural,3.85,3.16,39.23,0.0,
country,1061,TZA,Tanzania,Health,rural,5.76,5.47,20.75,8.53,
country,1062,TZA,Tanzania,ICT,rural,2.57,2.33,14.4,13.16,
country,1063,TZA,Tanzania,Financialservices,rural,0.77,0.28,1.39,1068.59,
country,1064,TZA,Tanzania,Othergoodsandservices,rural,45.13,39.66,317.47,307.05,
country,1065,TZA,Tanzania,Appliances.,rural,5.87,5.49,25.41,11.91,
country,1066,THA,Thailand,Alsectors,rural,2398.69,1003.28,2094.24,4716.01,13153.19
country,1067,THA,Thailand,Foodandbeverages,rural,1067.49,563.4,1018.58,1674.48,2163.49
country,1068,THA,Thailand,Clothingandfootwear,rural,70.12,21.2,55.5,174.05,381.24
country,1069,THA,Thailand,Housing,rural,626.29,218.49,500.91,1390.68,7007.33
country,1070,THA,Thailand,Energy,rural,88.99,40.04,80.24,164.59,328.26
country,1071,THA,Thailand,Transport,rural,248.1,57.42,191.05,646.5,1681.32
country,1072,THA,Thailand,Water,rural,20.23,11.81,18.74,33.16,61.31
country,1073,THA,Thailand,Educationsector,rural,2.04,0.35,1.64,5.35,3.69
country,1074,THA,Thailand,Health,rural,29.13,6.21,23.02,75.37,130.05
country,1075,THA,Thailand,ICT,rural,76.13,20.54,61.83,182.89,405.11
country,1076,THA,Thailand,Financialservices,rural,6.71,1.86,5.38,16.46,35.59
country,1077,THA,Thailand,Othergoodsandservices,rural,101.27,34.22,82.46,231.03,725.24
country,1078,THA,Thailand,Appliances.,rural,62.21,27.74,54.9,121.44,230.56
country,1079,TLS,Timor-Leste,Alsectors,rural,664.32,575.29,1651.71,5645.29,
country,1080,TLS,Timor-Leste,Foodandbeverages,rural,446.48,408.54,887.83,833.32,
country,1081,TLS,Timor-Leste,Clothingandfootwear,rural,29.92,20.29,141.87,126.92,
country,1082,TLS,Timor-Leste,Housing,rural,60.22,47.27,168.3,3781.49,
country,1083,TLS,Timor-Leste,Energy,rural,16.36,13.46,48.84,155.02,
country,1084,TLS,Timor-Leste,Transport,rural,34.46,21.6,182.26,321.9,
country,1085,TLS,Timor-Leste,Water,rural,0.11,0.09,0.31,0.0,
country,1086,TLS,Timor-Leste,Educationsector,rural,11.47,7.37,58.9,70.37,
country,1087,TLS,Timor-Leste,Health,rural,0.06,0.07,0.0,0.0,
country,1088,TLS,Timor-Leste,ICT,rural,21.69,17.89,66.35,17.34,
country,1089,TLS,Timor-Leste,Financialservices,rural,0.0,0.0,0.0,0.0,
country,1090,TLS,Timor-Leste,Othergoodsandservices,rural,43.56,38.71,97.04,338.93,
country,1091,TLS,Timor-Leste,Appliances.,rural,0.0,0.0,0.0,0.0,
country,1092,TGO,Togo,Alsectors,rural,425.75,406.1,1511.58,4604.37,
country,1093,TGO,Togo,Foodandbeverages,rural,267.4,257.34,828.96,1308.62,
country,1094,TGO,Togo,Clothingandfootwear,rural,22.55,21.92,57.88,64.96,
country,1095,TGO,Togo,Housing,rural,34.02,31.7,159.9,969.9,
country,1096,TGO,Togo,Energy,rural,15.38,14.5,65.02,59.15,
country,1097,TGO,Togo,Transport,rural,16.82,15.21,98.57,1791.11,
country,1098,TGO,Togo,Water,rural,2.49,2.33,11.55,24.15,
country,1099,TGO,Togo,Educationsector,rural,4.9,4.86,7.55,0.0,
country,1100,TGO,Togo,Health,rural,19.57,18.44,82.52,99.51,
country,1101,TGO,Togo,ICT,rural,3.99,3.3,42.48,55.26,
country,1102,TGO,Togo,Financialservices,rural,0.31,0.19,6.76,0.0,
country,1103,TGO,Togo,Othergoodsandservices,rural,30.84,29.11,127.58,213.48,
country,1104,TGO,Togo,Appliances.,rural,7.48,7.21,22.8,18.23,
country,1105,TUR,Turkey,Alsectors,rural,2345.33,58.86,569.78,4268.35,36739.28
country,1106,TUR,Turkey,Foodandbeverages,rural,589.2,25.02,185.71,1167.92,6619.46
country,1107,TUR,Turkey,Clothingandfootwear,rural,115.35,1.88,22.97,207.2,1987.43
country,1108,TUR,Turkey,Housing,rural,574.73,17.71,160.55,1083.45,7873.19
country,1109,TUR,Turkey,Energy,rural,156.45,3.78,45.24,314.25,1823.97
country,1110,TUR,Turkey,Transport,rural,350.79,1.46,42.1,484.07,8969.12
country,1111,TUR,Turkey,Water,rural,34.28,0.86,10.64,69.44,371.84
country,1112,TUR,Turkey,Educationsector,rural,39.34,0.36,5.5,77.79,636.08
country,1113,TUR,Turkey,Health,rural,38.64,1.2,7.85,70.65,639.25
country,1114,TUR,Turkey,ICT,rural,127.42,1.32,24.25,239.29,2076.36
country,1115,TUR,Turkey,Financialservices,rural,6.4,0.0,0.25,6.83,207.32
country,1116,TUR,Turkey,Othergoodsandservices,rural,282.11,4.66,56.36,489.93,5105.2
country,1117,TUR,Turkey,Appliances.,rural,30.62,0.62,8.36,57.53,430.06
country,1118,UGA,Uganda,Alsectors,rural,706.41,571.17,1734.98,4511.59,10628.71
country,1119,UGA,Uganda,Foodandbeverages,rural,395.99,338.59,850.88,1609.46,1021.09
country,1120,UGA,Uganda,Clothingandfootwear,rural,25.12,20.06,65.82,117.06,96.32
country,1121,UGA,Uganda,Housing,rural,36.53,27.93,104.75,214.76,279.12
country,1122,UGA,Uganda,Energy,rural,37.58,32.65,73.56,222.1,74.94
country,1123,UGA,Uganda,Transport,rural,42.75,22.33,170.94,1200.6,7209.45
country,1124,UGA,Uganda,Water,rural,27.5,24.43,49.15,156.11,269.97
country,1125,UGA,Uganda,Educationsector,rural,27.82,21.3,82.33,92.7,77.05
country,1126,UGA,Uganda,Health,rural,43.18,35.04,109.52,165.85,275.43
country,1127,UGA,Uganda,ICT,rural,17.33,10.2,72.15,207.96,284.55
country,1128,UGA,Uganda,Financialservices,rural,0.2,0.12,0.75,4.45,0.0
country,1129,UGA,Uganda,Othergoodsandservices,rural,47.27,34.45,141.36,493.44,1012.11
country,1130,UGA,Uganda,Appliances.,rural,5.15,4.07,13.76,27.1,28.67
country,1131,UKR,Ukraine,Alsectors,rural,3414.39,1085.14,2501.53,4673.05,10777.55
country,1132,UKR,Ukraine,Foodandbeverages,rural,2349.24,847.44,1765.28,3166.47,5954.39
country,1133,UKR,Ukraine,Clothingandfootwear,rural,252.63,58.8,193.18,337.43,564.87
country,1134,UKR,Ukraine,Housing,rural,75.42,2.79,34.37,128.08,702.84
country,1135,UKR,Ukraine,Energy,rural,247.7,63.1,191.58,327.91,531.0
country,1136,UKR,Ukraine,Transport,rural,115.7,11.95,65.81,180.46,841.05
country,1137,UKR,Ukraine,Water,rural,1.46,0.0,0.95,2.15,7.05
country,1138,UKR,Ukraine,Educationsector,rural,2.99,0.0,3.71,2.08,0.0
country,1139,UKR,Ukraine,Health,rural,111.99,43.73,69.44,169.14,505.68
country,1140,UKR,Ukraine,ICT,rural,15.94,0.0,9.27,25.45,37.87
country,1141,UKR,Ukraine,Financialservices,rural,0.0,0.0,0.0,0.0,0.0
country,1142,UKR,Ukraine,Othergoodsandservices,rural,241.09,57.33,167.87,333.43,1632.25
country,1143,UKR,Ukraine,Appliances.,rural,0.23,0.0,0.07,0.45,0.55
country,1144,VNM,Vietnam,Alsectors,rural,886.14,729.81,1583.75,4187.05,9680.84
country,1145,VNM,Vietnam,Foodandbeverages,rural,501.7,449.38,750.0,779.43,561.7
country,1146,VNM,Vietnam,Clothingandfootwear,rural,37.47,31.73,64.55,77.21,27.83
country,1147,VNM,Vietnam,Housing,rural,46.56,13.41,163.42,2467.8,8761.95
country,1148,VNM,Vietnam,Energy,rural,53.73,46.92,85.63,112.36,171.48
country,1149,VNM,Vietnam,Transport,rural,59.51,42.88,136.41,266.85,0.0
country,1150,VNM,Vietnam,Water,rural,1.44,1.02,3.48,1.48,0.0
country,1151,VNM,Vietnam,Educationsector,rural,34.24,25.0,78.12,81.87,0.0
country,1152,VNM,Vietnam,Health,rural,29.9,25.77,49.58,49.39,73.14
country,1153,VNM,Vietnam,ICT,rural,22.73,14.89,59.33,100.15,11.38
country,1154,VNM,Vietnam,Financialservices,rural,5.66,3.55,15.77,10.9,0.0
country,1155,VNM,Vietnam,Othergoodsandservices,rural,78.09,62.68,150.36,208.45,71.18
country,1156,VNM,Vietnam,Appliances.,rural,15.11,12.58,27.1,31.17,2.19
country,1157,YEM,Yemen,Alsectors,rural,1441.74,861.41,1796.11,4375.56,12492.97
country,1158,YEM,Yemen,Foodandbeverages,rural,814.96,525.24,1019.05,1781.95,1612.03
country,1159,YEM,Yemen,Clothingandfootwear,rural,87.0,51.79,107.97,281.4,448.73
country,1160,YEM,Yemen,Housing,rural,63.34,39.06,75.94,234.07,464.69
country,1161,YEM,Yemen,Energy,rural,43.79,32.11,51.69,90.31,47.59
country,1162,YEM,Yemen,Transport,rural,58.85,18.11,66.6,559.84,4959.74
country,1163,YEM,Yemen,Water,rural,12.15,7.28,15.05,39.7,22.32
country,1164,YEM,Yemen,Educationsector,rural,22.47,15.14,26.72,66.22,46.29
country,1165,YEM,Yemen,Health,rural,93.96,41.22,118.26,492.22,3276.87
country,1166,YEM,Yemen,ICT,rural,16.25,7.07,21.35,74.67,100.72
country,1167,YEM,Yemen,Financialservices,rural,0.0,0.0,0.0,0.0,0.0
country,1168,YEM,Yemen,Othergoodsandservices,rural,209.15,111.26,269.64,698.91,1469.85
country,1169,YEM,Yemen,Appliances.,rural,19.81,13.13,23.84,56.28,44.15
country,1170,ZMB,Zambia,Alsectors,rural,279.78,264.75,1672.89,4476.83,10005.66
country,1171,ZMB,Zambia,Foodandbeverages,rural,179.58,173.33,773.8,878.58,2705.63
country,1172,ZMB,Zambia,Clothingandfootwear,rural,10.5,10.09,49.62,46.75,43.38
country,1173,ZMB,Zambia,Housing,rural,30.37,28.59,195.84,526.06,441.59
country,1174,ZMB,Zambia,Energy,rural,12.1,11.65,52.71,206.1,160.99
country,1175,ZMB,Zambia,Transport,rural,11.96,8.87,283.19,1848.28,5611.57
country,1176,ZMB,Zambia,Water,rural,0.34,0.32,2.75,2.19,0.0
country,1177,ZMB,Zambia,Educationsector,rural,5.99,5.71,33.41,0.34,1.63
country,1178,ZMB,Zambia,Health,rural,0.56,0.54,2.41,2.33,2.21
country,1179,ZMB,Zambia,ICT,rural,6.21,5.34,88.12,103.99,237.23
country,1180,ZMB,Zambia,Financialservices,rural,0.0,0.0,0.0,0.0,0.0
country,1181,ZMB,Zambia,Othergoodsandservices,rural,17.88,16.25,164.28,833.59,728.22
country,1182,ZMB,Zambia,Appliances.,rural,4.31,4.07,26.76,28.63,73.22
sector,0,AFG,Afghanistan,Alsectors,urban,1967.05,950.51,1983.83,4439.44,11612.38
sector,1,AFG,Afghanistan,Foodandbeverages,urban,904.5,499.33,932.17,1713.21,2364.81
sector,2,AFG,Afghanistan,Clothingandfootwear,urban,83.1,44.35,84.53,171.61,259.2
sector,3,AFG,Afghanistan,Housing,urban,328.54,141.02,328.55,813.34,2156.43
sector,4,AFG,Afghanistan,Energy,urban,151.33,92.85,156.84,254.58,265.51
sector,5,AFG,Afghanistan,Transport,urban,137.69,27.77,108.83,660.2,5021.05
sector,6,AFG,Afghanistan,Water,urban,3.17,1.57,3.36,5.73,4.92
sector,7,AFG,Afghanistan,Educationsector,urban,5.71,0.75,5.89,17.36,0.0
sector,8,AFG,Afghanistan,Health,urban,62.44,33.53,64.63,117.23,273.11
sector,9,AFG,Afghanistan,ICT,urban,53.72,17.06,51.95,167.51,158.57
sector,10,AFG,Afghanistan,Financialservices,urban,0.0,0.0,0.0,0.0,0.0
sector,11,AFG,Afghanistan,Othergoodsandservices,urban,199.9,76.18,209.52,432.91,957.61
sector,12,AFG,Afghanistan,Appliances.,urban,36.93,16.09,37.55,85.76,151.17
sector,13,ALB,Albania,Alsectors,urban,4021.85,949.51,2442.9,5092.01,12242.14
sector,14,ALB,Albania,Foodandbeverages,urban,2421.82,625.33,1553.22,3058.8,6492.75
sector,15,ALB,Albania,Clothingandfootwear,urban,131.67,21.16,73.46,166.46,483.05
sector,16,ALB,Albania,Housing,urban,78.08,18.78,46.09,107.8,156.38
sector,17,ALB,Albania,Energy,urban,269.66,88.25,203.95,332.68,447.07
sector,18,ALB,Albania,Transport,urban,236.53,1.44,47.72,300.16,1827.04
sector,19,ALB,Albania,Water,urban,32.74,14.57,27.31,38.44,44.18
sector,20,ALB,Albania,Educationsector,urban,27.43,3.08,13.42,40.57,59.46
sector,21,ALB,Albania,Health,urban,126.11,20.18,82.96,171.63,189.75
sector,22,ALB,Albania,ICT,urban,252.55,36.82,128.49,315.93,1104.73
sector,23,ALB,Albania,Financialservices,urban,9.29,0.0,2.08,12.49,62.07
sector,24,ALB,Albania,Othergoodsandservices,urban,357.11,104.87,212.09,449.01,1161.83
sector,25,ALB,Albania,Appliances.,urban,78.84,15.03,52.12,98.03,213.82
sector,26,ARM,Armenia,Alsectors,urban,1526.32,890.89,1837.72,4507.81,25556.81
sector,27,ARM,Armenia,Foodandbeverages,urban,801.39,563.7,958.04,1323.5,1671.85
sector,28,ARM,Armenia,Clothingandfootwear,urban,53.38,15.43,69.17,279.39,761.53
sector,29,ARM,Armenia,Housing,urban,27.96,6.25,35.05,190.26,0.0
sector,30,ARM,Armenia,Energy,urban,70.03,53.35,80.01,119.6,719.61
sector,31,ARM,Armenia,Transport,urban,117.73,41.27,146.51,627.93,241.71
sector,32,ARM,Armenia,Water,urban,17.51,11.61,21.5,29.06,16.05
sector,33,ARM,Armenia,Educationsector,urban,40.25,11.94,46.41,300.45,0.0
sector,34,ARM,Armenia,Health,urban,166.68,61.49,197.31,974.78,7267.02
sector,35,ARM,Armenia,ICT,urban,81.07,42.97,103.27,209.17,539.68
sector,36,ARM,Armenia,Financialservices,urban,0.17,0.26,0.09,0.49,0.0
sector,37,ARM,Armenia,Othergoodsandservices,urban,116.87,65.21,138.24,361.04,14054.84
sector,38,ARM,Armenia,Appliances.,urban,33.27,17.42,42.13,92.14,284.52
sector,39,AZE,Azerbaijan,Alsectors,urban,2320.92,902.27,2050.82,4846.13,13240.0
sector,40,AZE,Azerbaijan,Foodandbeverages,urban,1013.8,510.73,971.66,1790.83,2919.89
sector,41,AZE,Azerbaijan,Clothingandfootwear,urban,231.69,67.98,203.0,533.77,1099.92
sector,42,AZE,Azerbaijan,Housing,urban,61.79,7.61,37.72,193.56,890.01
sector,43,AZE,Azerbaijan,Energy,urban,139.08,85.79,135.0,217.5,383.6
sector,44,AZE,Azerbaijan,Transport,urban,306.19,64.29,231.42,747.32,4204.77
sector,45,AZE,Azerbaijan,Water,urban,13.52,6.16,14.17,20.24,29.02
sector,46,AZE,Azerbaijan,Educationsector,urban,37.23,4.96,26.25,113.64,308.49
sector,47,AZE,Azerbaijan,Health,urban,64.1,29.34,61.22,120.67,139.41
sector,48,AZE,Azerbaijan,ICT,urban,83.45,18.73,67.59,217.39,507.32
sector,49,AZE,Azerbaijan,Financialservices,urban,0.0,0.0,0.0,0.0,0.0
sector,50,AZE,Azerbaijan,Othergoodsandservices,urban,367.24,106.58,301.31,880.53,2722.75
sector,51,AZE,Azerbaijan,Appliances.,urban,2.85,0.08,1.48,10.68,34.8
sector,52,BGD,Bangladesh,Alsectors,urban,1144.81,772.98,1762.39,4144.68,10466.59
sector,53,BGD,Bangladesh,Foodandbeverages,urban,572.13,444.35,800.57,1240.06,1773.34
sector,54,BGD,Bangladesh,Clothingandfootwear,urban,57.56,42.21,83.88,161.73,376.61
sector,55,BGD,Bangladesh,Housing,urban,171.65,79.59,317.79,1106.87,2027.86
sector,56,BGD,Bangladesh,Energy,urban,60.36,48.29,81.13,143.17,207.77
sector,57,BGD,Bangladesh,Transport,urban,44.4,24.6,69.57,378.53,1440.38
sector,58,BGD,Bangladesh,Water,urban,0.26,0.09,0.61,0.34,0.0
sector,59,BGD,Bangladesh,Educationsector,urban,63.24,30.09,122.15,255.44,79.57
sector,60,BGD,Bangladesh,Health,urban,25.63,16.74,41.75,66.4,108.5
sector,61,BGD,Bangladesh,ICT,urban,34.24,20.36,59.02,103.39,293.6
sector,62,BGD,Bangladesh,Financialservices,urban,3.31,1.71,6.05,16.12,0.08
sector,63,BGD,Bangladesh,Othergoodsandservices,urban,92.84,50.72,152.27,617.2,4075.54
sector,64,BGD,Bangladesh,Appliances.,urban,19.19,14.24,27.61,55.42,83.36
sector,65,BLR,Belarus,Alsectors,urban,6129.4,1155.99,2722.83,5799.87,12732.73
sector,66,BLR,Belarus,Foodandbeverages,urban,2460.49,644.04,1274.31,2440.59,4207.11
sector,67,BLR,Belarus,Clothingandfootwear,urban,635.93,72.44,282.45,609.23,1277.63
sector,68,BLR,Belarus,Housing,urban,732.85,210.22,360.35,701.68,1426.44
sector,69,BLR,Belarus,Energy,urban,6.47,0.0,5.67,7.19,3.37
sector,70,BLR,Belarus,Transport,urban,625.26,6.19,126.67,467.52,2229.79
sector,71,BLR,Belarus,Water,urban,27.67,9.7,15.47,26.49,51.31
sector,72,BLR,Belarus,Educationsector,urban,112.38,0.0,45.04,116.47,181.1
sector,73,BLR,Belarus,Health,urban,182.38,16.12,56.81,180.95,363.27
sector,74,BLR,Belarus,ICT,urban,395.46,107.4,186.39,379.01,778.61
sector,75,BLR,Belarus,Financialservices,urban,46.48,0.0,15.93,41.32,118.55
sector,76,BLR,Belarus,Othergoodsandservices,urban,750.72,45.73,280.23,683.9,1787.02
sector,77,BLR,Belarus,Appliances.,urban,153.33,44.15,73.5,145.53,308.52
sector,78,BEN,Benin,Alsectors,urban,769.27,569.59,1748.88,4078.92,
sector,79,BEN,Benin,Foodandbeverages,urban,394.64,311.2,806.49,1713.82,
sector,80,BEN,Benin,Clothingandfootwear,urban,76.68,51.79,200.73,439.24,
sector,81,BEN,Benin,Housing,urban,24.43,13.82,76.81,191.38,
sector,82,BEN,Benin,Energy,urban,97.75,72.68,217.01,607.71,
sector,83,BEN,Benin,Transport,urban,3.74,1.79,12.57,55.93,
sector,84,BEN,Benin,Water,urban,0.0,0.0,0.0,0.0,
sector,85,BEN,Benin,Educationsector,urban,28.81,18.37,81.91,153.43,
sector,86,BEN,Benin,Health,urban,38.31,27.4,93.12,186.5,
sector,87,BEN,Benin,ICT,urban,0.0,0.0,0.0,0.0,
sector,88,BEN,Benin,Financialservices,urban,0.0,0.0,0.0,0.0,
sector,89,BEN,Benin,Othergoodsandservices,urban,65.58,43.06,172.32,533.86,
sector,90,BEN,Benin,Appliances.,urban,39.34,29.48,87.9,197.04,
sector,91,BTN,Bhutan,Alsectors,urban,2755.41,958.43,2196.79,4835.25,13527.99
sector,92,BTN,Bhutan,Foodandbeverages,urban,1062.9,515.52,981.32,1523.98,2077.22
sector,93,BTN,Bhutan,Clothingandfootwear,urban,224.49,67.53,192.58,381.33,588.71
sector,94,BTN,Bhutan,Housing,urban,408.94,113.14,313.47,804.13,1447.28
sector,95,BTN,Bhutan,Energy,urban,90.12,35.25,75.9,153.93,242.35
sector,96,BTN,Bhutan,Transport,urban,246.59,23.99,85.19,544.27,6441.49
sector,97,BTN,Bhutan,Water,urban,8.39,2.75,6.87,14.41,37.15
sector,98,BTN,Bhutan,Educationsector,urban,24.84,19.65,25.46,25.18,22.29
sector,99,BTN,Bhutan,Health,urban,14.71,3.14,10.78,32.87,18.42
sector,100,BTN,Bhutan,ICT,urban,72.23,14.18,49.98,152.46,441.35
sector,101,BTN,Bhutan,Financialservices,urban,20.93,3.18,17.6,36.17,89.83
sector,102,BTN,Bhutan,Othergoodsandservices,urban,548.36,148.78,409.56,1111.3,2024.47
sector,103,BTN,Bhutan,Appliances.,urban,32.92,11.32,28.08,55.23,97.44
sector,104,BOL,Bolivia,Alsectors,urban,3503.25,929.07,2269.04,5108.3,12161.22
sector,105,BOL,Bolivia,Foodandbeverages,urban,1782.77,601.52,1371.74,2474.82,3999.46
sector,106,BOL,Bolivia,Clothingandfootwear,urban,107.88,31.18,71.13,159.63,336.22
sector,107,BOL,Bolivia,Housing,urban,585.1,78.96,264.24,914.43,3235.84
sector,108,BOL,Bolivia,Energy,urban,121.39,43.26,87.68,169.6,337.74
sector,109,BOL,Bolivia,Transport,urban,232.32,42.39,138.84,342.45,965.28
sector,110,BOL,Bolivia,Water,urban,43.48,12.12,28.92,61.9,150.89
sector,111,BOL,Bolivia,Educationsector,urban,138.09,16.65,44.33,232.07,888.22
sector,112,BOL,Bolivia,Health,urban,40.41,6.68,26.48,59.22,140.26
sector,113,BOL,Bolivia,ICT,urban,110.49,15.12,52.51,182.31,503.8
sector,114,BOL,Bolivia,Financialservices,urban,3.33,0.71,1.61,5.05,17.57
sector,115,BOL,Bolivia,Othergoodsandservices,urban,278.18,59.63,136.41,424.77,1433.39
sector,116,BOL,Bolivia,Appliances.,urban,59.82,20.85,45.14,82.05,152.55
sector,117,BIH,Bosnia and Herzegovina,Alsectors,urban,9527.73,1033.81,2697.08,6314.11,15115.49
sector,118,BIH,Bosnia and Herzegovina,Foodandbeverages,urban,2983.05,493.25,967.93,2125.55,4514.48
sector,119,BIH,Bosnia and Herzegovina,Clothingandfootwear,urban,564.28,0.0,95.53,306.11,996.21
sector,120,BIH,Bosnia and Herzegovina,Housing,urban,1596.37,149.35,640.82,1208.87,2299.63
sector,121,BIH,Bosnia and Herzegovina,Energy,urban,585.94,85.76,237.14,489.84,783.92
sector,122,BIH,Bosnia and Herzegovina,Transport,urban,1072.87,6.46,117.67,504.75,2006.75
sector,123,BIH,Bosnia and Herzegovina,Water,urban,88.63,10.66,58.1,80.74,105.52
sector,124,BIH,Bosnia and Herzegovina,Educationsector,urban,70.7,0.0,3.45,38.44,126.44
sector,125,BIH,Bosnia and Herzegovina,Health,urban,345.45,1.54,81.55,241.22,535.72
sector,126,BIH,Bosnia and Herzegovina,ICT,urban,428.5,36.93,132.75,280.47,682.05
